,AveragePrice,Total Volume,Mango_4046,Mango_4225,Mango_4770,Small Bags,Large Bags,Total Bags,Anomaly,Anomaly_Score
23,1.47,39323156.0,657057.06,12587304.0,4852041.5,1684833.5,6446011.5,8130845.0,0,-0.0755357938680345
24,1.72,48893748.0,19741710.0,12742264.0,7270797.0,2391111.0,12809137.0,15200248.0,0,-0.06063241318612578
25,2.65,42819220.0,8560614.0,20753016.0,15068991.0,1914316.9,17789598.0,19703916.0,0,-0.05212421731450256
26,1.0,41974664.0,5063894.5,3807343.0,4897815.0,1300264.9,1073574.6,2373839.5,0,-0.06117715831690285
27,1.88,9316052.0,12639476.0,12059454.0,16363123.0,2114450.2,1414696.4,3529146.8,0,-0.04902838889914263
28,2.1,21635044.0,2720805.0,8692724.0,5523407.5,1786756.4,16515881.0,18302638.0,0,-0.07261671410505866
29,0.57,2682340.2,1476861.2,21977704.0,11683490.0,2280456.0,11671058.0,13951514.0,0,-0.010305675589370122
30,2.15,44971390.0,16945200.0,18029184.0,18810854.0,1844509.0,527199.5,2371708.5,0,-0.009051363363357101
31,0.92,59542010.0,8693254.0,17228308.0,18439210.0,1917515.4,14839966.0,16757482.0,0,-0.02523539801965302
32,0.62,16508453.0,10608975.0,4642458.0,8420203.0,213901.27,2060221.9,2274123.2,0,-0.04327861678675504
33,3.11,5481616.5,3617068.5,5397589.0,1307992.1,9729.74,16265332.0,16275062.0,1,0.0038196704906083845
34,3.15,29725860.0,1257389.5,663677.56,17486748.0,2433427.0,9356930.0,11790357.0,0,-0.006017555440052558
35,2.71,53548490.0,7528588.0,14522603.0,2458760.2,641774.94,5645434.0,6287209.0,0,-0.06327103011596202
36,1.3,34501540.0,10361104.0,8434138.0,17892044.0,420414.66,11964793.0,12385208.0,0,-0.0815254530548441
37,0.71,2923916.5,15668803.0,7096934.0,14193351.0,404165.66,3368690.0,3772855.8,0,-0.04009423683995328
38,2.36,60897520.0,10256821.0,14488394.0,18099140.0,1878994.6,10419183.0,12298178.0,0,-0.05373742989807473
39,1.68,51795310.0,16018367.0,18847354.0,12890725.0,118151.09,9492700.0,9610851.0,0,-0.054555570974235246
40,0.78,8225446.5,2362975.0,3025573.0,19278452.0,1683256.5,4654111.5,6337368.0,0,-0.028658578882279073
41,1.83,57617572.0,1309354.6,20893684.0,9047286.0,1455185.6,12936531.0,14391717.0,0,-0.060878070147035945
42,0.54,28170610.0,3251975.0,779451.7,6385802.0,375094.97,6787474.5,7162569.5,0,-0.04068058596594171
43,3.0,23245778.0,15803530.0,2163062.0,7619685.5,344907.94,16476881.0,16821790.0,0,-0.042383277288850496
44,1.17,28818482.0,15543925.0,19062064.0,6786194.5,337811.22,1617719.6,1955530.9,0,-0.022640448018663828
45,2.3,52165470.0,2893880.0,11205867.0,7764699.5,660847.75,14920187.0,15581035.0,0,-0.08588981170726312
46,1.32,41221230.0,634355.56,21362052.0,17149140.0,1634277.5,8481125.0,10115402.0,0,-0.04211612363899875
47,1.9,3703442.2,14028114.0,10499659.0,11470080.0,526826.56,6042139.5,6568966.0,0,-0.07302843128325032
48,1.98,59855684.0,17508108.0,21063386.0,14059043.0,1680840.9,18189052.0,19869892.0,0,-0.024980424656124156
49,0.96,9237415.0,15437016.0,5450044.0,5577007.5,2474385.0,3874682.5,6349067.5,0,-0.039352015681966335
50,3.16,46602228.0,4151411.2,14020294.0,19176898.0,2195277.2,8197537.5,10392815.0,0,-0.03127149645322691
51,2.62,39762156.0,11950063.0,22617798.0,5438712.0,2032257.4,8991021.0,11023278.0,0,-0.07569116478626287
52,3.08,11721631.0,15503710.0,8553028.0,3080815.5,2416916.5,5764765.5,8181682.0,0,-0.04317466574687345
53,2.95,10671789.0,5236960.0,33084.79,15076068.0,1559622.2,1724263.4,3283885.5,0,-0.023317134268015183
54,2.12,54400400.0,10802747.0,1456778.8,16255519.0,1957864.5,17535844.0,19493708.0,0,-0.03747555306342276
55,3.03,26233352.0,6437184.5,19538122.0,7629048.5,1970758.1,17318956.0,19289714.0,0,-0.04601873687693725
56,0.69,40914756.0,4617658.0,11187258.0,10482256.0,2481606.8,12183572.0,14665179.0,0,-0.06556878636355007
57,0.99,31507326.0,19848048.0,12206913.0,8022957.0,1647995.6,6284176.5,7932172.0,0,-0.06744729050836135
58,0.57,45463724.0,18681076.0,18181840.0,5694189.5,695321.44,12165995.0,12861316.0,0,-0.07164134756356155
59,1.35,29955398.0,9123074.0,18458242.0,15757663.0,498271.75,18683736.0,19182008.0,0,-0.05070015354297874
60,1.53,17962928.0,2799925.2,10858287.0,14666186.0,780978.5,17114204.0,17895182.0,0,-0.07104785565171978
61,1.2,22713566.0,14900679.0,19515404.0,9402337.0,1939757.9,3207674.2,5147432.0,0,-0.061066838986329475
62,2.77,53697220.0,5234348.5,10653677.0,8825449.0,1671873.6,15812295.0,17484168.0,0,-0.08071993181597492
63,1.44,29254856.0,3449656.0,15352427.0,3490335.5,558316.6,15455156.0,16013473.0,0,-0.0667790507806319
64,1.23,13341855.0,7810117.5,758768.7,12345982.0,2189508.8,17770094.0,19959604.0,0,-0.038744589730143275
65,1.96,58418120.0,10846329.0,3138605.0,17894534.0,2498908.5,920627.56,3419536.0,0,-0.006621714125877309
66,0.84,49792044.0,1994659.4,19364370.0,13926259.0,1928190.1,14849357.0,16777546.0,0,-0.05526944899083763
67,2.69,3479528.2,11703978.0,7121445.0,9808046.0,158146.27,10579836.0,10737982.0,0,-0.050177214400582204
68,0.65,62439576.0,314190.03,7613287.5,748936.5,1598001.6,10428148.0,12026150.0,0,-0.02736150925417602
69,3.21,43436868.0,18257070.0,15078817.0,18022494.0,2387775.0,6767406.0,9155181.0,0,-0.021734306531535075
70,2.61,10017638.0,18848110.0,13476460.0,5967784.5,796943.25,15222513.0,16019456.0,0,-0.07282575239130551
71,1.0,14824384.0,15006378.0,1869266.9,5811020.5,1490764.4,8207848.0,9698613.0,0,-0.07438503396544233
72,0.46,43281780.0,9550534.0,17416266.0,9097547.0,578003.0,6933931.5,7511934.5,0,-0.05629005648431373
73,2.73,48739490.0,5217872.5,14037870.0,8314289.0,2242614.2,18604802.0,20847416.0,0,-0.027420896544059215
74,2.43,14941161.0,15232401.0,19453340.0,18643726.0,2215353.0,8967484.0,11182837.0,0,-0.0561616360665701
75,2.49,16062067.0,19074422.0,12179136.0,3196711.5,928063.2,15353689.0,16281752.0,0,-0.06096836788669335
76,2.61,19196836.0,3245275.8,9423245.0,13350456.0,890475.7,2696193.8,3586669.2,0,-0.08203933063382696
77,0.65,37379560.0,9535643.0,8445625.0,2068337.8,256.98,14337150.0,14337407.0,0,-0.04590037736434571
78,1.45,10739551.0,6453586.0,100502.36,5364374.0,808360.3,12999971.0,13808331.0,0,-0.0691728676184008
79,0.77,6515864.5,7302708.5,904837.06,13990061.0,1989838.8,9897831.0,11887670.0,0,-0.05549413206060205
80,2.87,42432864.0,8306094.0,2984222.2,15576841.0,72859.57,2662614.8,2735474.2,0,-0.032537280173192795
81,2.19,48698040.0,19483816.0,21141042.0,9084538.0,516277.56,2336018.8,2852296.5,0,-0.017572675801897253
82,1.37,31310958.0,5294451.0,20029178.0,15292089.0,1859584.6,13101600.0,14961185.0,0,-0.08675372123638514
83,0.62,22741652.0,10085357.0,11308043.0,18116342.0,1650070.2,16579654.0,18229724.0,0,-0.04133120102002519
84,1.31,27005158.0,19477494.0,4098317.5,18129136.0,2512450.2,10987524.0,13499974.0,0,-0.023131773355464125
85,1.35,24277734.0,9745157.0,3323100.8,6634803.5,994686.2,8928582.0,9923268.0,0,-0.10140412894796147
86,2.49,60004480.0,17678376.0,5825336.0,6047127.0,339390.38,10074325.0,10413715.0,0,-0.05424386295357175
87,2.23,48009976.0,1202948.6,20667644.0,14073510.0,1692649.8,3033145.0,4725795.0,0,-0.03334594309238692
88,2.93,13006693.0,19509078.0,11860069.0,12671861.0,201235.97,1007559.5,1208795.5,0,-0.003786341933434967
89,1.77,24014044.0,3838870.0,18286820.0,7599404.5,297308.34,16061325.0,16358633.0,0,-0.055175231975748806
90,0.78,34003880.0,20059832.0,11525427.0,4430118.5,1446171.1,16397755.0,17843926.0,0,-0.045299940648588
91,2.44,38315110.0,3594159.0,13861036.0,11980964.0,1201856.9,14592345.0,15794202.0,0,-0.10069676880211137
92,2.58,29264182.0,9096425.0,13875940.0,8335078.0,671258.6,14948938.0,15620196.0,0,-0.10967661131065248
93,2.02,50637504.0,6317515.5,712734.4,2559451.5,1217117.6,4144743.0,5361860.5,0,-0.05469754532835991
94,2.61,47979732.0,8868495.0,10127016.0,12384252.0,2211124.0,2106321.2,4317445.0,0,-0.06573499976922292
95,1.83,31575264.0,5128385.0,19651600.0,13516140.0,1846158.9,3099564.0,4945723.0,0,-0.06993263095798735
96,1.91,53406670.0,19760600.0,11123872.0,7056315.5,1158125.0,12373378.0,13531503.0,0,-0.08154340966112972
97,1.64,46947356.0,6258365.5,9901102.0,16117565.0,792810.75,7697456.5,8490267.0,0,-0.09067916504314905
98,0.51,48665780.0,13372912.0,11975550.0,1427278.5,1482499.2,305065.9,1787565.2,0,-0.009430941462203468
99,0.74,59780452.0,2813628.8,8660019.0,9607327.0,7298.26,18413120.0,18420418.0,0,-0.0017109450140133653
100,0.53,16655750.0,16875684.0,11722059.0,18527196.0,1866730.6,4461500.0,6328231.0,0,-0.022454793165053166
101,2.23,16729583.0,11105448.0,3078230.5,3689868.0,2043385.1,83091.17,2126476.2,0,-0.01973886043319617
102,1.32,55564544.0,20049824.0,22014610.0,3338460.8,310020.62,7440515.5,7750536.0,1,0.0029722805934156993
103,1.87,48268530.0,8667286.0,776238.25,7336542.0,1025256.06,4126424.8,5151681.0,0,-0.07384963993188592
104,2.99,57914336.0,4000930.0,10989884.0,5193628.0,369419.38,7149365.0,7518784.0,0,-0.03600130363845511
105,1.14,3946070.8,7083207.0,4775989.5,4291796.0,2416073.0,18178904.0,20594978.0,0,-0.012271895085063655
106,1.59,39238390.0,15086108.0,1327222.0,18401438.0,2103329.0,12030980.0,14134309.0,0,-0.03128192836687771
107,2.56,9040160.0,13492288.0,14822137.0,6680782.0,51113.68,12510253.0,12561367.0,0,-0.0552653532051941
108,1.08,31496462.0,15933217.0,22406584.0,1159251.0,2471021.2,17117982.0,19589002.0,1,0.014535113600825822
109,0.66,9735134.0,1503979.0,17048728.0,17431592.0,361149.12,2199939.2,2561088.5,1,0.011949877281428267
110,1.25,8005703.5,11880481.0,5777348.5,8683931.0,213914.7,1940331.6,2154246.2,0,-0.03499974959358032
111,0.89,760673.8,19082026.0,11221451.0,14257499.0,83033.67,16569803.0,16652836.0,0,-0.0068432009865389
112,3.05,39393516.0,2208814.0,1132212.6,7116667.5,2013367.2,3084085.8,5097453.0,0,-0.0194178031293607
113,2.71,22440994.0,1931096.8,12092104.0,18117156.0,2356120.5,14220426.0,16576546.0,0,-0.0443400831635995
114,2.22,6574937.5,14669302.0,2262152.8,5575593.0,243498.88,4047121.2,4290620.0,0,-0.04604470419947393
115,2.89,20179242.0,6451965.5,18072252.0,12839867.0,2503945.2,9202090.0,11706035.0,0,-0.0712293590531825
116,2.7,10560030.0,13481494.0,1289708.6,15970145.0,804317.4,7466283.0,8270600.5,0,-0.06952890360552355
117,0.96,58861250.0,11164333.0,212902.22,4609504.0,1728636.9,2006018.4,3734655.2,0,-0.018396376400340086
118,2.95,20002170.0,20185350.0,19594922.0,15527777.0,2511465.8,13006601.0,15518067.0,0,-0.02224161461038232
119,1.96,20874038.0,18199494.0,21436818.0,15348870.0,21632.84,16558787.0,16580420.0,0,-0.004321149887318132
120,2.71,52495880.0,13880538.0,1968551.5,18680034.0,1392356.4,1925554.8,3317911.2,0,-0.023342255690930958
121,2.96,40488424.0,5356629.5,6343573.5,17877760.0,1670429.8,6927360.0,8597790.0,0,-0.055924228285248345
122,1.33,44389760.0,5361410.0,16868878.0,7528569.0,945649.75,549241.4,1494891.1,0,-0.024057530518418524
123,0.75,39753736.0,18060036.0,12273671.0,11440684.0,280039.62,4570441.5,4850481.0,0,-0.05627615884303627
124,1.08,59142616.0,11982267.0,21589078.0,17925852.0,1581644.8,5044126.5,6625771.5,0,-0.016621600786756896
125,1.64,12938788.0,16157050.0,8851361.0,84770.5,119685.61,15829796.0,15949481.0,0,-0.03525809749304898
126,2.74,61820540.0,9208978.0,75574.52,12153739.0,2351479.8,14571319.0,16922800.0,0,-0.023136833965536896
127,2.86,51939468.0,2109976.2,449087.25,4172266.2,1176622.4,16108778.0,17285400.0,0,-0.022689083498219298
128,0.46,36814148.0,6810282.5,12846833.0,14312213.0,2317961.0,1559224.5,3877185.5,0,-0.01884990385179175
129,1.88,41401996.0,3298816.2,17105596.0,15430114.0,2130221.2,2579222.8,4709444.0,0,-0.04597268402623855
130,1.61,40555310.0,16004565.0,17981490.0,13812255.0,9272.65,5890438.5,5899711.5,0,-0.046571184093420204
131,1.06,3650173.2,14339882.0,20731194.0,19297152.0,1169372.0,14420523.0,15589895.0,0,-0.03741854073363726
132,0.78,13627328.0,1809863.1,5209983.5,9284722.0,2260734.5,484838.88,2745573.5,0,-0.026415400446230475
133,1.39,60097364.0,12720115.0,16794020.0,10875021.0,947766.75,2882033.5,3829800.2,0,-0.046274863723139825
134,3.09,33400834.0,17894054.0,18811202.0,7923465.0,823057.1,9641054.0,10464111.0,0,-0.08388622525391032
135,1.35,23649290.0,14275446.0,19019926.0,18869106.0,1745801.5,465022.16,2210823.8,0,-0.008003565704830518
136,1.9,47631730.0,10462754.0,9359989.0,17876682.0,1795367.5,2006396.0,3801763.5,0,-0.05468330240654351
137,2.42,32785436.0,6384020.0,14237117.0,19114246.0,1637768.0,6174769.5,7812537.5,0,-0.0768370628262216
138,1.46,822831.0,18159378.0,12544590.0,19080430.0,925340.0,4634716.0,5560056.0,0,-0.020541815634515626
139,3.17,46019028.0,8655058.0,13588991.0,17347804.0,162018.38,6992220.0,7154238.0,0,-0.03549377997961223
140,3.14,45767756.0,17510396.0,6414410.0,18034016.0,2350373.5,14641154.0,16991528.0,0,-0.02062708678252978
141,1.15,10322798.0,16028455.0,15539222.0,2322474.0,807768.75,4209765.5,5017534.0,0,-0.06029177518145179
142,1.84,59796660.0,16708633.0,16148361.0,3361782.0,2026041.1,12123662.0,14149703.0,0,-0.06898677126658254
143,1.29,13995588.0,20261722.0,4456575.0,17148858.0,895519.2,17065460.0,17960980.0,0,-0.025075340981717376
144,1.24,28611966.0,15327516.0,10089806.0,14080403.0,1259836.2,5901082.0,7160918.0,0,-0.09977160398582385
145,0.54,7171720.5,696837.44,9600207.0,16951274.0,951531.4,957489.0,1909020.4,1,0.022978052650589942
146,2.15,37708584.0,4205350.5,17033846.0,14917963.0,207086.4,12230571.0,12437658.0,0,-0.07399915287660658
147,1.85,23467868.0,720464.9,15158690.0,2704171.0,838917.2,13884237.0,14723154.0,0,-0.07351467555037067
148,0.58,22075390.0,3887639.5,10830415.0,17756750.0,2433576.0,9231883.0,11665459.0,0,-0.02231841599968276
149,1.22,51690740.0,1257702.0,14840922.0,14941114.0,280966.75,8292468.0,8573435.0,0,-0.03103409135366586
150,2.99,597744.8,10268388.0,5978423.5,11058305.0,1415416.9,14458509.0,15873926.0,0,-0.05207971715088433
151,1.11,49876196.0,577397.3,5284431.0,10313512.0,2465987.5,8068338.5,10534326.0,0,-0.05248486882737491
152,0.85,35718800.0,9673965.0,5456640.5,11116279.0,52232.57,92030.48,144263.05,0,-0.01389224774769382
153,1.82,61636730.0,18399788.0,670883.8,7563600.0,176187.61,17239574.0,17415762.0,0,-0.002760500784948605
154,3.21,36843564.0,15323780.0,15717573.0,15560876.0,2315010.2,4905440.0,7220450.0,0,-0.0451181222259488
155,1.12,3461588.5,19323318.0,22421750.0,17610518.0,1873057.8,11787376.0,13660434.0,0,-0.023779861467072783
156,2.33,3165699.2,4639589.0,7028508.5,4899756.5,1388632.2,10747198.0,12135831.0,0,-0.0734859376109982
157,2.58,55202060.0,10871631.0,21147774.0,737093.6,1366526.6,9943117.0,11309643.0,0,-0.06072207965945631
158,1.11,52580650.0,6521504.0,13794972.0,3931339.8,2482487.5,4773707.0,7256194.5,0,-0.04852755630464378
159,2.49,21620138.0,10108774.0,5115818.5,14672023.0,53357.92,14341432.0,14394790.0,0,-0.06234453254709549
160,1.47,38630550.0,11403661.0,269844.75,16823650.0,688751.7,4767246.0,5455997.5,0,-0.051063167509271756
161,2.22,30602268.0,740750.8,16460270.0,6752806.5,806777.5,18191006.0,18997784.0,0,-0.05190150793944803
162,2.22,60453216.0,4774886.5,15842617.0,2952214.2,304279.72,10853360.0,11157640.0,0,-0.04817073423884077
163,1.95,59377924.0,14427102.0,5214050.0,16632496.0,909650.7,14917624.0,15827275.0,0,-0.07035647208563106
164,0.69,61495496.0,15822279.0,7566917.0,4158305.0,943230.1,14424244.0,15367475.0,0,-0.05426374256822264
165,2.79,54157950.0,11656996.0,20424830.0,4685861.0,2441526.5,18758928.0,21200456.0,1,0.002939117529828672
166,1.34,56852116.0,5544025.5,3576054.0,1794196.1,1125578.5,10311282.0,11436860.0,0,-0.07779213421061942
167,0.96,13581217.0,8292304.0,19001014.0,17635834.0,2380342.0,1066466.0,3446808.0,0,-0.016541377398417545
168,0.55,51942630.0,1965928.5,3848753.0,6329655.0,2062711.1,1705984.8,3768695.8,0,-0.027327779117990336
169,2.1,44307596.0,19512132.0,10956217.0,3329105.5,1876313.0,6929744.5,8806058.0,0,-0.06212113074465708
170,2.34,60179596.0,17782326.0,11348275.0,18475092.0,841657.94,6980147.5,7821805.5,0,-0.03599524752462846
171,0.49,35707130.0,1342917.6,10737026.0,6500082.0,1087272.0,4210734.5,5298006.5,0,-0.05913093836783101
172,1.88,5323506.0,3408159.2,6548559.5,14481144.0,113473.5,17934920.0,18048394.0,0,-0.02359947370019344
173,1.08,37340836.0,11895336.0,5762430.0,4463484.5,960891.2,9165849.0,10126740.0,0,-0.112673958211297
174,2.25,42915212.0,4757976.5,16674591.0,14080893.0,2216435.5,17486938.0,19703374.0,0,-0.04802322101411616
175,0.93,13771374.0,19127718.0,6269889.5,4497710.0,1989734.2,1067687.2,3057421.5,0,-0.033103224679415066
176,2.38,24634364.0,15467372.0,13871681.0,12355022.0,2058448.5,6745037.5,8803486.0,0,-0.094441744367187
177,1.53,37409876.0,5594434.0,19255648.0,8540899.0,564292.44,6965864.5,7530157.0,0,-0.07987756052874956
178,3.07,23383774.0,124899.38,19037190.0,15473667.0,534845.5,729849.3,1264694.9,1,0.015291124655661292
179,0.83,23436402.0,16365146.0,3801627.5,14147654.0,1689159.9,12544972.0,14234132.0,0,-0.07646704383193353
180,1.4,8318739.5,8681359.0,14891102.0,18123288.0,1658412.2,2751869.5,4410282.0,0,-0.054393384392970034
181,0.76,58801988.0,13149840.0,13698005.0,7296354.5,497345.38,6716313.5,7213658.5,0,-0.04516337643732915
182,3.04,46910156.0,5874539.0,6413347.5,14613836.0,1832536.8,19005972.0,20838508.0,0,-0.021910914237106227
183,2.91,77806.41,2924697.5,8903079.0,18769536.0,957845.3,18019662.0,18977506.0,1,0.013057417824432593
184,1.16,47855172.0,13824015.0,6484501.0,6515360.0,2258188.8,5064154.5,7322343.5,0,-0.06038029241529397
185,2.29,46241388.0,9218402.0,12214804.0,5618291.0,928120.94,6101811.5,7029932.5,0,-0.09597536806101342
186,2.74,608323.7,4814058.5,18277394.0,14898924.0,585582.2,10467390.0,11052972.0,0,-0.05024945010113513
187,2.0,23102408.0,2817324.0,19957600.0,8631146.0,498760.8,5539533.5,6038294.0,0,-0.06109794436951144
188,1.93,37925188.0,11882750.0,16439622.0,7723134.0,2287209.8,14059295.0,16346504.0,0,-0.08360951889760893
189,1.12,28299518.0,14852423.0,10995409.0,10570225.0,2190012.5,10986708.0,13176721.0,0,-0.08874796799234252
190,0.7,48628544.0,5811328.5,21790552.0,18124162.0,1084446.6,9155278.0,10239725.0,0,-0.03721048023534046
191,2.96,26593596.0,15048789.0,12824648.0,1624440.9,612981.56,18547644.0,19160626.0,0,-0.02654247334709947
192,2.97,9617376.0,3748616.2,10883882.0,9021795.0,724570.75,4213251.5,4937822.0,0,-0.05665373172113308
193,2.22,61031492.0,6927563.0,19486130.0,2133777.0,980256.5,16632993.0,17613250.0,0,-0.0457917025962592
194,1.39,15128930.0,15248167.0,4199002.0,17117832.0,112929.22,14087612.0,14200541.0,0,-0.05775007277081756
195,1.42,44859844.0,13513516.0,3590724.5,2648331.5,171356.81,3897518.8,4068875.5,0,-0.052544737550737186
196,2.48,8948150.0,5537773.5,17797846.0,1737835.8,2361722.2,3581191.2,5942913.5,0,-0.042364108954711543
197,2.96,20565202.0,2500173.5,19799928.0,18670944.0,1950871.6,11188209.0,13139081.0,0,-0.03678706282661448
198,2.93,27629268.0,869455.3,1655161.8,10913717.0,2072759.6,1550792.9,3623552.5,0,-0.0194548965696687
199,2.63,12015654.0,17152604.0,17378082.0,16000135.0,1218837.8,9315114.0,10533952.0,0,-0.07296577738495463
200,2.24,28125060.0,1538198.8,9653794.0,9110348.0,929397.4,6532586.5,7461983.5,0,-0.0940074750089182
201,0.68,9823635.0,2350946.0,16005293.0,8439748.0,234195.45,16479105.0,16713300.0,0,-0.022365211929976314
202,0.89,34941104.0,4866072.5,3069690.8,17660738.0,1421130.0,11562050.0,12983180.0,0,-0.074623447414572
203,2.96,41485856.0,9123114.0,22129828.0,19176934.0,1892917.8,12402437.0,14295354.0,0,-0.04034176703531178
204,2.14,3902574.5,16167394.0,20043500.0,11982901.0,498875.62,6330440.5,6829316.0,0,-0.05283536671315703
205,0.47,54450690.0,5066064.0,9233283.0,17788186.0,990974.3,4194660.5,5185634.5,0,-0.025508314832331958
206,0.73,11572420.0,11125925.0,20318210.0,16713564.0,2361347.0,10401201.0,12762548.0,0,-0.041512491415475306
207,2.3,14086490.0,1849977.2,20353848.0,10539177.0,2148559.8,18302920.0,20451480.0,0,-0.022617548240021046
208,0.45,41338130.0,9508806.0,10490562.0,18232128.0,2032806.9,11528392.0,13561198.0,0,-0.04993682945279543
209,0.89,29299634.0,3636372.0,21535600.0,4069446.2,100417.97,375658.28,476076.25,1,0.03700674736671583
210,1.98,31215088.0,4323212.0,22217264.0,17142222.0,421635.72,18670496.0,19092132.0,0,-0.019009339944151105
211,2.38,8010484.0,7509188.0,4940203.0,5993203.5,779314.75,16152440.0,16931756.0,0,-0.07691755194987088
212,2.27,50363056.0,15585223.0,1516241.4,591181.94,773211.5,17116838.0,17890048.0,0,-0.03192340562965523
213,1.07,38569410.0,15229828.0,7531543.5,15248353.0,328390.6,8766925.0,9095315.0,0,-0.07080547766881001
214,2.44,8462215.0,8494734.0,11117882.0,18017354.0,737060.56,17363808.0,18100868.0,0,-0.05417836413642163
215,1.11,23377126.0,2429266.5,2107796.5,4199756.0,1090243.9,5018901.5,6109145.0,0,-0.06812955633634199
216,1.35,50655212.0,5745918.0,3199107.0,10346912.0,125552.4,15529519.0,15655071.0,0,-0.05964625758546205
217,2.54,35525436.0,10344922.0,22099952.0,14517194.0,1026666.6,11866514.0,12893181.0,0,-0.08003913916733607
218,2.27,6791237.5,17797356.0,16768882.0,6424588.5,1264392.4,18454890.0,19719284.0,0,-0.03240085152126704
219,2.83,23300724.0,19820726.0,19899256.0,2846269.0,104237.43,5740786.5,5845024.0,0,-0.012244743275416914
220,2.29,15169834.0,13049395.0,22087566.0,7599036.5,1716805.6,2392681.8,4109487.5,0,-0.04724009241449012
221,2.04,32344560.0,7178753.5,8600370.0,8845193.0,203161.28,13890618.0,14093780.0,0,-0.08966624809712687
222,0.7,52714844.0,14195389.0,15644513.0,14379146.0,1649899.6,19103440.0,20753340.0,0,-0.0019325516785763108
223,1.47,27269206.0,6882823.5,4185325.5,3849129.2,2531372.8,2824972.2,5356345.0,0,-0.04655510148279862
224,1.19,27086372.0,12803800.0,12546907.0,15791278.0,154375.5,1971331.0,2125706.5,0,-0.03194667787094918
225,1.13,56589550.0,4990041.5,4773395.5,9728783.0,693089.25,8343457.5,9036547.0,0,-0.07051874989807982
226,3.17,36014876.0,5465411.5,3648780.2,17511192.0,329332.7,13954018.0,14283350.0,0,-0.0466797202168211
227,1.54,35390176.0,1539910.9,2238964.2,10961047.0,940225.0,11558218.0,12498443.0,0,-0.08935106312204466
228,2.95,16370910.0,8600530.0,13185306.0,8656974.0,2126939.8,18212638.0,20339578.0,0,-0.04389303038220116
229,2.21,37986136.0,12654386.0,21603052.0,5556092.0,2366781.8,15677729.0,18044510.0,0,-0.053416237228099295
230,2.67,35997692.0,16147084.0,2779765.5,2058248.4,2138300.0,11093125.0,13231425.0,0,-0.06428947064912771
231,1.85,24805508.0,16588299.0,11424447.0,7201058.0,1759761.5,6995973.5,8755735.0,0,-0.09685010146762357
232,2.06,61924068.0,20315906.0,15626414.0,8013179.0,1826351.2,16182771.0,18009122.0,0,-0.041135896319512644
